prof,diff_from_avg
"Benzan, Carla",-0.13333333333333375
"Beraha, Laura A",-0.02999999999999998
"Berard, Stephanie",0.0
"Bergeron, Sylvain",2.6122894697062506e-17
"Bergeron, sylvain",0.0
"Bergeron-Boutin, Olivier",0.4727272727272731
"Berghuis, Albert",0.0
"Bergstrom, Brian",-0.07142857142857162
"Bergthorson, Jeffrey",-0.016190476190476265
"Bergthorson, Melanie",0.0
"Berk, Aaron",-0.19199999999999973
"Berk, Dimitrios",0.030000000000000027
"Berlin, Mark",0.06666666666666732
"Berman, Anna",-0.1180555555555557
"Berman, Joshua",-0.2666666666666666
"Bernadet, Arnaud",0.3500000000000001
"Bernard, Daniel",-0.01714285714285735
"Bernard, Nicole F",-0.0600000000000002
"Bernier, Richard",-0.02857142857142847
"Berrang Ford, Lea",-0.10000000000000009
"Berry, Aberdeen",0.03823529411764707
"Berry, Sarah",0.046666666666666745
"Bertrand, Simon",0.031249999999999778
"Berube, Melanie",-0.13333333333333375
"Berwick, Elissa",0.0
"Besanger, Kendra",-0.16666666666666652
"Bessière, Julie",0.14305555555555566
"Best, Ana",-0.3076923076923084
"Betermier, Sebastien",-0.007843137254901933
"Bevan, Kirk H.",0.11958041958041964
"Bhadra, Sharmistha",0.30643274853801195
"Bhattacharyay, Madhurima",-0.040000000000000036
"Biamonte, Nicole",-0.008712121212121282
"Bibace, Kenneth",1.586032892321652e-17
"Bibby, Sean",0.24590964590964612
"Bider, Noreen Jane",0.0557319223985892
"Bien-Aimé, Alexandre",0.0
"Bierbrier, Edward",-0.3285714285714286
"Bigdely, Hadi",-0.20666666666666655
"Bihlo, Alexander",0.21851851851851878
"Bilgic, Taner",-0.07222222222222197
"Billou, Niels",-0.040000000000000036
"Bilodeau, Stephane",-0.033333333333333215
"Binik, Irving Michael",0.0
"Birlain D'Amico, Daniella",-0.18000000000000016
"Birlean, Camelia",-0.09230769230769242
"Biron, Michel",0.0
"Bisaillon, Pierre",0.0
"Bishop-Stall, Reilley",0.09999999999999964
"Bjorklund, Andrea",0.0
"Blackned, Barbara",0.0
"Blais-Tremblay, Vanessa",0.09588100686498824
"Blake, Lisa",0.03386724386724417
"Blakeburn, Jason",0.3125
"Blanchette, Mathieu",0.004632034632034604
"Blanchette, Simon",0.038181818181818095
"Blank, Alex",0.33181818181818246
"Blank, Volker Manfred",0.003333333333333499
"Blome-Tillmann, Michael",-0.13000000000000012
"Bloom, Gordon",-0.13333333333333344
"Blouin, Philippe",0.0
"Blue, Alex",0.2666666666666666
"Blum, Amy",-0.21266025641025646
"Bluteau, Denis",0.008823529411764727
"Boasiako, Antwi",0.21250000000000036
"Boberg, Charles",0.09428571428571408
"Boberg, Charles Soren",-0.04597402597402614
"Bock, Anja",-0.47999999999999954
"Boctor, Audrey",0.0
"Boerum, Matthew",0.016666666666666757
"Bogdan, Miruna Elena",0.0
"Boghoskhan, Arlette",-0.23636363636363633
"Bohle, David",-0.1301298701298701
"Bohle, Scott",0.1714285714285717
"Boichev, Georgi",-0.04771428571428586
"Boivin, Diane B",0.028571428571428026
"Boivin, Jason",0.04999999999999997
"Bolduc, Marie-Eve",0.15333333333333332
"Bolduc, Remi",1.586032892321652e-17
"Bolongaro, Eugenio",-0.2333333333333334
"Bona, Kelly Ann",-0.0714285714285714
"Bonin, Tanor",4.440892098500626e-16
"Bonneau, Josée",0.0
"Bordignon, Vilceu",0.0
"Bordonaro, Tino",-2.9605947323337506e-16
"Bornstein, Lisa",0.0
"Boron, Usmon",0.40000000000000036
"Borris, Kenneth H",0.0849999999999998
"Borzecki, Jerzy",-0.10000000000000009
"Bouchard, Evelyne",0.0
"Bouchard, Mathieu",-0.06666666666666687
"Bouchard, Maxime",0.013444444444444445
"Bouchaud, Celeste",0.11428571428571432
"Boucher, Anne-Catherine",0.0
"Boucher, Stephanie",0.0
"Boudreau, Peter",0.22000000000000064
"Boudreault-Sevadjian, Therese",0.0
"Boudrias, Marie-Helene",2.9605947323337506e-16
"Bouffard, François",0.007499999999999951
"Boulanger, Sylvie",0.0
"Boulanger-Bonnelly, Jérémy",0.0
"Boulet, Benoit",0.2410714285714287
"Boulos, Hani",-0.040000000000000036
"Bouras, Jenny",0.20000000000000018
"Bourassa, Francois",3.172065784643304e-17
"Bourgeon, Lauriane",0.1499999999999999
"Bourget, Daniele",3.172065784643304e-17
"BourghaniFarahani, Maryam",0.021052631578947434
"Bourgogne, Guillaume",-0.011999999999999922
"Bourque, Gilles",0.0
"Bourque, Philippe",-0.054545454545454675
"Bourrel, Laura",0.06825396825396833
"Bouvard, Matthieu",-0.17380952380952364
"Bowie, Derek",0.008333333333333571
"Box, James",1.4325458382260084e-17
"Boychuck, Zachary",-0.03936507936507949
"Boyd, Andrew",-0.0857142857142856
"Boyle, Dale",0.04999999999999997
"Bozeva-Abazi, Katrin",0.07499999999999973
"Brackett, David",0.12857142857142811
"Bradley, Jon G",-0.1499999999999999
"Bradley, Megan",-0.01414141414141401
"Braitstein, Lara E",-0.003000000000000158
"Brakocevic, Miljan",-0.6633333333333336
"Brambatti Guzzo, Natalia",0.24857142857142836
"Bran Lopez, Maria-Josée",0.07500000000000018
"Brandenberger, Robert",0.06733333333333329
"Brandenbursky, Michael",-0.2681666666666668
"Brandon, Mark",-0.03333333333333351
"Branton, Philip E",0.0708333333333333
"Brault, Olivier",0.0
"Brauner-Otto, Sarah",0.006432748538011346
"Braverman, Nancy",0.0
"Brawley, Mark R",0.0024999999999998357
"Bray, Dorothy",0.0
"Bray, Dorothy A",-0.06666666666666687
"Brazeau, Anne-Sophie",0.0
"Breau, Sebastien",-0.06466666666666647
"Breau, Sébastien",-0.01666666666666646
"Brecher, Michael",-0.18333333333333343
"Breuleux, Alain",-0.22499999999999964
"Bricker, Andrew",0.0
"Bridgman, Aengus",0.36666666666666714
"Briedis, Dalius J",0.05238095238095216
"Brisson, Pierre-Luc",0.10000000000000009
"Britt, Jon",0.13904761904761886
"Britt, Jonathan",-0.00899470899470921
"Brochu Barbeau, Elise",-0.050000000000000266
"Brochu, Mathieu",-0.020000000000000195
"Brockman, Andrew",-0.4833333333333334
"Brodt, Penina",-0.019047619047619275
"Brook, Jill",-0.03749999999999998
"Brooks, Matthew",0.5
"Brouhard, Gary",-0.01000000000000003
"Brouwer, Albert G",0.005263157894736847
"Brown, Curtis",0.11999999999999966
"Brown, Gregory G",-0.1925
"Brown, Kristofer",0.07500000000000018
"Bruce, Travis",0.06464285714285727
"Bruneau, Laurent",-0.5
"Brunet, Alain",2.9605947323337506e-16
"Brunner, Thomas",-0.026071428571428523
"Bruzzese, Sam",0.028125000000000067
"Brynen, Rex",0.08928571428571397
"Brynen, Rex J",-0.05986394557823153
"Bub, Gil",-0.09166666666666679
"Buchanan, Rachel",-0.38000000000000034
"Buck, Madeleine",-0.21547619047619054
"Buckley, Ariel",-0.2999999999999998
"Buckley, R Philip",0.01330128205128204
"Buddle, Christopher",0.014285714285714323
"Bui, Khanh Huy",0.07535353535353542
"Bukhari, Kausar",0.07500000000000018
"Buki, Constance",-0.008333333333333304
"Bunch, Mary",-0.09733333333333354
"Bureau, Thomas E",0.06428571428571457
"Burgos, Sergio",0.16000000000000014
"Burke, Nora",0.13333333333333375
"Burkholder, Casey",-0.2666666666666666
"Burman, Jennifer C",0.2583333333333335
"Burmeister Strauss, Anja",0.025000000000000022
"Bush, Drew",0.020000000000000018
"Buswell, Alexandre",-0.2999999999999998
"Butera, Eloge",0.2571428571428571
"Butler Kisber, Lynn",0.0
"Butler, Ian Sydney",0.053978748524203125
"Butler, Shelley",0.06666666666666643
"Butler, Shelley Ruth",-0.13333333333333375
"Butler, Taurey",-0.06666666666666658
"Byrne, Christopher",-0.005555555555555536
"Bzdok, Danilo",0.1333333333333333
"Bédard, Eric",-0.011111111111111368
"Béland, Daniel",0.13199999999999984
"Bélanger, Jean-François",4.440892098500626e-16
"Bélanger-Rioux, Rosalie",0.29909654954099407
"Cai, WenJing",-0.07500000000000018
"Cai, Yang",0.1802387267904504
"Cain, Jerry",-0.031237060041408343
"Caines, Peter Edwin",-0.17142857142857137
"Cairns, Robert D",0.008333333333333156
"Caliaperumal, Jayalakshmi",0.01555555555555562
"Callahan, Kevin Edward",0.0
"Calleja Castillo, Renato",-0.011538461538461053
"Camara, Youssouf",-0.19583333333333286
"Cambria, Francesca",0.0
"Cameron, Christopher",-0.3500000000000001
"Campbell, Evan",0.016666666666666757
"Campbell, Fiona Margaret",-0.04285714285714337
"Campbell, Gwyn",0.0
"Campbell, Jonathan",-0.06543946072076741
"Campeau, Lysanne",-0.07777777777777779
"Campeau, Philippe",0.0
"Candelori, Luca",-0.08499999999999996
"Cao, Changhong",0.06666666666666672
"Cao, Mengge",-0.03750000000000009
"Caouette, Julie",0.1818181818181821
"Caplan, Eric",-0.02708333333333342
"Caplin, William Earl",-0.1499999999999999
"Capozzi, Francesca",-0.2400000000000002
"Cardenas, Juan",0.08333333333333304
"Cardille, Jeffrey",0.067948717948718
"Carmichael, Jason",-0.11428571428571413
"Carney, Sean",4.440892098500626e-16
"Caron, Yves",-0.09880952380952368
"Caron-Huot, Simon",0.13363095238095246
"Carrieri, Francesca",-0.00909090909090926
"Carsley, Elaine",0.13333333333333353
"Carson, Emily J",-0.11007575757575778
"Carter, Mindy",-0.1499999999999999
"Carter, Sarah",0.2400000000000002
"Casale, Giancarlo",0.375
"Casey, Kevin Francis",-0.13750000000000018
"Castagner, Bastien",0.049999999999999885
"Castro, Ricardo L",0.0
"Castro, Rui",-0.004166666666666726
"Causley, Broderick",-0.20088888888888912
"Cavallo, Alberto",-0.20666666666666655
"Cavendish, William",0.18157894736842106
"Cayouette, Michel",-0.020000000000000018
"Cazes, Alain",0.0
"Cecere, Ralph",-0.03944444444444454
"Ceia, Vanessa",0.12222222222222194
"Cere, Daniel M",0.04465909090909097
"Cermakian, Nicolas",-0.021428571428571797
"Cerruti, Marta",-0.03600000000000012
"Cervantes, Amanda",-0.05999999999999983
"Cestari, Igor",0.30333333333333323
"Chacron, Maurice",-0.014285714285714488
"Chahal, Jasmin",0.1341269841269841
"Chakravarty, Megha",0.050000000000000266
"Chamanadjian, Lucia",0.017004830917874546
"Champagne, Benoit",-0.16697530864197566
"Champetier, Serge",0.17888888888888893
"Chamsine, Chirine",0.06666666666666732
"Chan, Chun Kei",0.0
"Chan, Derek",-0.30588235294117627
"Chandar, Sarath",-0.09166666666666679
"Chandrasekaran, Arvind",0.10000000000000009
"Chandrasekhar, Vandana",0.07500000000000018
"Chang, Jennie H",2.9605947323337506e-16
"Chang, Natasha",-0.024285714285714466
"Chang, Thomas Ming Swi",0.0
"Chang, Xiao-Wen",-0.04107142857142865
"Chang, Yvonne",0.20000000000000018
"Chapman, Colin Austin",-0.05923076923076929
"Chapman, Lauren",0.0
"Chappell, Eric",1.5313421029312504e-17
"Charbonneau, Frederic",-0.3500000000000001
"Charbonneau, Stephanie",1.6653345369377348e-16
"Charitos, Alexandros",0.10714285714285676
"Charron, Frederic",0.0
"Charron, Jean-Benoit",-0.005555555555555635
"Chatelain, Simon",0.30000000000000027
"Chaudhuri, Saraswata",0.03333333333333336
"Chaudhury, Mo",0.15330882352941166
"Chaudhury, Mohammed M",-0.09111519607843138
"Chavez Guerra, Lidoly",-0.13650793650793677
"Cheechoo, Greta",0.11428571428571432
"Chemin, Matthieu",0.03506493506493553
"Chen, Lawrence",0.35750000000000015
"Chen, Lawrence R",0.027959183673469452
"Chen, Linan",0.2639814814814815
"Chen, Xi",-0.13333333333333375
"Chen, Yu-Ting",-0.20000000000000018
"Chenier, Riv",-0.1200000000000001
"Cherestes, Alice",0.0256756756756761
"Chessé, Alice",0.5625
"Chestnutt, Hannah",0.11250000000000004
"Cheung, Jackie",0.0012267904509284217
"Cheung, Stanford",0.0
"Chevalier, Stephanie",0.0
"Chevrette, Mario",0.08666666666666645
"Chevrier, Annie",0.012857142857142855
"Chhim, Christopher",0.016666666666666757
"Chi, Feng",-0.023809523809523725
"Chiang, Hsin Cynthia",-0.11041666666666683
"Chiblow, Dillan",0.1499999999999999
"Childress, Jack",0.15555555555555559
"Childress, Lilian",-0.11545454545454525
"Chilibeck, Gillian",-0.01904761904761898
"Chinis, Iakovos",0.3933333333333331
"Chinis, Jake",0.33666666666666645
"Chitramuthu, Babykumari",0.0
"Chiu Castillo, Daniel",0.40000000000000036
"Chmura, Gail L",-0.025468750000000012
"Cho, Jinjoo",0.0050000000000000044
"Cho, Michelle",-0.03968253968253969
"Chodavarapu, Vamsy",0.08421052631578974
"Choi, Alicia",0.0
"Choi, Inmyung",-0.08000000000000007
"Choko, Maude",0.0
"Choksi, Rustum",-0.0371794871794869
"Choubine, Nikolai",0.016666666666666607
"Choudry, Abdul Aziz",-0.05999999999999961
"Chouinard, Luc E",0.05179487179487179
"Christensen, Karen Elizabeth",0.14999999999999977
"Christians, Allison",-0.07500000000000018
"Christie, Carolyn",1.5313421029312504e-17
"Christophe, Noah Keita",0.1857142857142855
"Christopher, Jordan",-0.13492063492063489
"Chromik, Richard",0.023846153846153583
"Chu, Qiao",0.13333333333333375
"Chu, Vincent H",0.023148148148148213
"Chudasama, Yogita",-0.09333333333333327
"Chung, Kimberly",0.09285714285714275
"Church, Kevin",0.14444444444444482
"Churchill, Andrew",2.9605947323337506e-16
"Cicchillitti, Adam",0.027777777777777776
"Cipollone, Deseree",0.26249999999999973
"Clairmont, Sarah",0.20000000000000018
"Clark, Grant",-0.11714285714285735
"Clark, James J",0.09999999999999984
"Clark, Shelley",-0.25
"Clarke, Ginette",-0.14166666666666647
"Clarke, Hugh",-1.7763568394002506e-16
"Clarke, Paul",-0.01374999999999984
"Clarke, Paula C",0.0
"Claveau, Yves",-0.20000000000000018
"Clayards, Meghan",-0.04749373433583962
"Clayton, Greg",1.5313421029312504e-17
"Cleaver, Shaun",-0.0600000000000002
"Clemens, Lauren",0.23750000000000027
"Clerk, Aashish",-0.4285714285714284
"Cline, James M",-0.03333333333333344
"Cloutier, Jean-Francois",-1.7763568394002506e-16
"Clyde, Michael",0.0
"Coates, Mark",0.08124999999999982
"Codjia, Paul",0.3125
"Cofone, Ignacio",0.0
"Cohen, Lisa",4.440892098500626e-16
"Cohen, Maxime",-0.07222222222222197
"Cohen-Gazith, Karen",0.0
"Coish, William",-0.3142857142857145
"Colbourne, Thomas",0.1416666666666666
"Coleman, Enid",0.019047619047619233
"Coleman, Mette",0.09305555555555567
"Collins, David",0.19230769230769162
"Collins-Woodfin, Elizabeth",0.051851851851851816
"Collu, Samuele",0.12957264957264977
"Colmegna, Inés",-0.18571428571428594
"Comanici, Gheorghe",-0.27777777777777785
"Commins, John",0.0
"Comtois, Alain Steve",0.0
"Conlon, Ronan",0.279506172839506
"Conquer, Geoffrey",-0.5416666666666667
"Conrod, Scott",-0.02692307692307705
"Conroy, Cheryl Marie",0.0
"Constantine, Roshny Shannon",0.009999999999999565
"Cook, Erik",0.053846153846153724
"Cooke, David",0.11964285714285705
"Coomes, Oliver T",2.4671622769447924e-16
"Coon, Jessica",-0.02236842105263137
"Cooper, Ellis",1.1102230246251565e-16
"Cooper, Richard",0.02285714285714282
"Cooperstein, Shana",-0.08999999999999986
"Cooperstock, Jeremy",-0.11111111111111101
"Cope, Todd",0.010000000000000009
"Corbeil, Christopher",-4.440892098500626e-16
"Corbeil, Laurent",-0.10000000000000009
"Corbett, Lindsay",-0.13333333333333375
"Cormier, Eric",-0.2633333333333332
"Cornell, Jonathan",-0.44285714285714306
"Cornett, Natalie",0.07499999999999973
"Cornwell, Christopher",-0.1316666666666666
"Correa, Jose Andres",0.06908284023668608
"Corritore, Matthew",-0.023529411764705976
"Cortelezzi, Luca",-0.25
"Cosa, Gonzalo",-0.24687499999999996
"Cossette, Isabelle",0.031818181818182634
"Cossette-Lefebvre, Hugo",-0.1499999999999999
"Costanzo, Gina",0.0
"Costopoulos, Andre",-0.30000000000000027
